Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
1,1,1,14,1,1,1,1,5,10,0,0,0,1,1,0,19,5,5,5,11.6,9.4,-0.8,-3.12,False
1,1,3,2,1,1,23,27,10,4,1,0,1,0,1,1,19,0,0,0,0.0,9.4,-0.8,-3.12,True
1,8,1,12,1,1,13,28,8,8,1,0,0,1,0,1,18,8,9,8,14.8,12.4,0.5,1.79,False
2,12,1,3,0,1,22,28,4,8,0,0,0,1,0,0,28,6,6,6,13.0,16.2,0.3,-0.92,False
1,8,1,16,1,1,13,28,6,8,1,0,0,1,0,1,18,6,13,0,0.0,9.4,-0.8,-3.12,True
1,1,1,6,1,1,3,3,3,3,0,0,0,1,0,0,18,5,7,5,11.6,7.6,2.6,0.32,False
1,14,1,12,1,1,1,1,6,9,1,0,0,1,0,1,19,8,15,7,11.571428571428571,12.7,3.7,-1.7,False
1,8,1,6,1,1,2,14,3,5,1,0,0,1,0,1,20,6,8,6,12.142857142857142,8.9,1.4,3.51,False
1,1,3,12,1,1,12,13,2,2,1,0,0,0,0,0,18,8,9,6,12.758333333333333,9.4,-0.8,-3.12,True
1,12,1,11,1,1,3,14,4,6,0,0,0,0,1,0,24,6,0,0,0.0,11.1,0.6,2.02,True
1,12,1,7,1,1,23,27,8,8,0,0,0,1,1,0,24,5,8,2,14.5,7.6,2.6,0.32,True
1,1,2,16,1,1,13,27,5,10,1,0,0,1,0,0,19,6,0,0,0.0,12.7,3.7,-1.7,True
5,12,1,4,1,1,22,27,10,8,0,0,1,0,0,0,28,6,11,4,11.75,13.9,-0.3,0.79,True
1,1,2,12,1,1,1,1,6,4,1,0,0,1,0,0,18,8,9,8,13.944444444444445,16.2,0.3,-0.92,False
1,15,1,10,1,14,1,1,10,4,1,0,0,1,0,0,20,6,6,6,13.833333333333334,12.4,0.5,1.79,False
1,15,1,6,1,14,3,3,3,3,1,0,0,1,0,0,19,6,19,5,13.0,12.4,0.5,1.79,False
1,8,4,5,1,1,1,14,6,8,1,0,0,1,0,0,18,6,6,6,15.0,11.1,0.6,2.02,False
1,1,1,8,1,1,23,28,6,9,1,0,0,1,0,0,20,5,6,5,13.4,9.4,-0.8,-3.12,False
1,15,1,6,1,14,23,27,10,5,1,0,0,1,1,1,22,6,12,6,13.625,12.4,0.5,1.79,False
2,12,1,1,1,1,23,1,10,6,0,0,1,1,1,0,35,7,8,0,0.0,11.1,0.6,2.02,True
1,12,1,17,0,1,3,28,3,8,0,0,0,1,1,0,31,5,7,0,0.0,13.9,-0.3,0.79,True
5,12,1,16,1,12,23,1,6,4,0,0,1,1,0,0,33,6,7,5,10.6,7.6,2.6,0.32,True
1,8,6,7,1,1,13,3,6,11,1,0,0,1,1,0,19,5,11,3,10.8,12.4,0.5,1.79,True
2,12,1,9,1,1,22,27,10,10,0,0,0,0,0,0,35,5,8,5,11.8,9.4,-0.8,-3.12,True
1,1,1,10,1,1,23,28,10,10,1,1,0,1,0,1,18,6,6,6,14.666666666666666,12.7,3.7,-1.7,False
2,12,1,17,0,1,22,14,10,4,0,0,0,1,1,0,48,5,8,5,11.125,16.2,0.3,-0.92,False
1,12,1,17,0,1,22,27,10,10,0,0,0,1,0,0,29,5,0,0,0.0,16.2,0.3,-0.92,True
1,9,4,6,1,1,1,1,5,6,0,0,1,0,0,1,20,5,6,5,14.0,12.7,3.7,-1.7,True
1,8,4,14,1,1,1,14,6,6,1,0,0,1,0,0,18,6,11,4,14.6,11.1,0.6,2.02,False
1,14,1,9,1,1,22,27,10,10,0,0,0,1,1,0,24,14,14,14,13.642857142857142,9.4,-0.8,-3.12,False
1,8,5,12,1,1,13,1,6,4,1,0,0,1,0,1,19,8,8,7,12.485714285714286,12.7,3.7,-1.7,False
1,8,4,2,1,1,3,1,3,11,1,0,0,1,1,0,19,0,0,0,0.0,9.4,-0.8,-3.12,True
1,1,1,12,1,1,22,27,8,8,0,0,0,1,1,0,20,7,7,0,0.0,13.9,-0.3,0.79,True
2,12,1,3,0,1,22,27,7,6,1,0,0,1,0,0,36,6,0,0,0.0,9.4,-0.8,-3.12,True
1,8,3,14,1,1,1,28,4,4,1,0,0,1,0,0,18,6,7,6,13.714285714285714,11.1,0.6,2.02,False
1,1,1,15,1,1,23,28,7,4,0,0,0,1,1,1,18,6,10,5,12.6,10.8,1.4,1.74,False
1,1,2,16,1,1,22,14,10,9,1,0,0,1,0,0,21,6,8,6,13.142857142857142,7.6,2.6,0.32,False
1,12,2,9,1,1,13,14,6,10,0,0,0,0,1,0,26,5,9,0,0.0,10.8,1.4,1.74,True
1,1,1,12,1,1,3,1,3,4,0,0,0,1,0,0,18,8,8,8,14.71875,11.1,0.6,2.02,False
1,4,1,10,1,15,22,27,6,6,0,0,0,1,1,0,37,11,17,9,11.88888888888889,15.5,2.8,-4.06,False
1,4,1,12,1,3,22,27,12,12,1,0,0,1,1,0,30,8,8,0,0.0,9.4,-0.8,-3.12,True
1,8,4,12,1,1,4,4,5,5,1,0,0,1,0,0,19,8,9,8,15.366666666666667,12.4,0.5,1.79,False
2,12,1,3,0,1,13,14,10,8,0,0,0,1,0,1,32,6,8,5,13.0,15.5,2.8,-4.06,False
2,12,1,17,0,1,22,27,10,10,1,0,0,1,1,0,32,5,5,0,0.0,7.6,2.6,0.32,True
1,8,4,11,1,1,22,27,6,9,1,0,0,1,0,1,18,6,14,3,10.333333333333334,7.6,2.6,0.32,True
1,4,1,8,1,2,27,1,5,10,0,0,0,1,1,0,35,6,9,0,0.0,8.9,1.4,3.51,True
1,1,1,2,1,1,1,30,5,4,1,0,0,1,0,0,20,0,0,0,0.0,11.1,0.6,2.02,False
1,8,5,7,1,1,1,14,10,10,1,0,0,1,1,0,20,5,11,5,13.571428571428571,12.4,0.5,1.79,False
1,1,1,2,1,1,3,3,3,6,1,0,0,1,0,0,19,11,12,10,12.727272727272728,8.9,1.4,3.51,True
1,12,2,17,0,1,13,28,10,10,0,0,0,0,1,0,27,5,5,0,0.0,15.5,2.8,-4.06,True
1,1,1,10,1,1,22,1,10,10,1,0,0,1,0,1,20,6,8,6,11.0,12.7,3.7,-1.7,False
1,8,3,15,1,1,19,24,13,13,1,0,1,1,0,1,19,6,8,5,12.4,9.4,-0.8,-3.12,True
1,1,1,16,1,1,22,14,7,8,1,0,0,1,0,0,18,6,11,3,10.666666666666666,9.4,-0.8,-3.12,True
1,14,2,12,1,1,22,24,12,1,0,0,1,1,0,0,22,14,14,12,12.333333333333334,7.6,2.6,0.32,False
1,6,1,8,1,1,1,1,5,5,0,0,0,1,0,0,26,6,6,0,0.0,8.9,1.4,3.51,True
1,1,4,12,1,1,23,28,8,8,1,0,0,1,0,1,18,8,8,8,13.39125,9.4,-0.8,-3.12,False
1,8,2,7,1,1,1,1,5,5,1,0,1,1,1,0,18,5,7,3,10.666666666666666,7.6,2.6,0.32,True
1,1,1,11,1,1,13,28,10,9,0,0,0,1,0,1,21,6,6,6,12.5,13.9,-0.3,0.79,False
1,1,6,10,1,1,1,28,32,35,1,0,1,1,0,1,20,6,8,4,11.75,8.9,1.4,3.51,False
1,8,1,12,1,1,13,27,5,9,1,0,0,1,0,0,18,8,9,8,14.3775,9.4,-0.8,-3.12,False
1,12,1,2,1,1,22,28,28,44,0,0,0,0,0,0,32,0,0,0,0.0,16.2,0.3,-0.92,True
1,8,2,2,1,1,2,1,4,4,1,0,0,1,0,0,20,0,0,0,0.0,9.4,-0.8,-3.12,False
1,1,2,12,1,1,5,5,3,3,0,0,0,1,1,0,19,8,9,8,12.68888888888889,12.4,0.5,1.79,False
1,1,1,12,1,1,13,1,10,6,0,0,0,1,0,1,18,8,9,8,15.68333333333333,11.1,0.6,2.02,False
2,12,1,9,1,12,22,14,10,4,0,0,0,1,1,0,49,5,8,3,13.666666666666666,8.9,1.4,3.51,True
1,1,1,9,1,1,22,28,10,9,1,0,0,1,0,0,18,5,9,4,12.8,13.9,-0.3,0.79,False
1,14,1,10,1,1,22,27,10,7,1,0,0,1,0,0,28,11,13,9,12.555555555555555,10.8,1.4,1.74,False
1,8,2,15,1,1,1,1,3,6,1,0,0,0,1,0,18,6,0,0,0.0,8.9,1.4,3.51,True
1,15,1,10,1,14,23,14,6,1,0,0,0,1,0,0,21,6,6,6,13.5,12.4,0.5,1.79,False
1,1,1,2,1,1,13,14,6,6,1,0,0,1,0,1,19,0,0,0,0.0,10.8,1.4,1.74,False
1,1,2,10,1,1,13,1,10,9,1,0,1,0,0,0,18,6,0,0,0.0,11.1,0.6,2.02,True
1,15,1,2,1,14,22,27,6,7,0,0,0,0,0,0,26,10,12,3,11.0,12.4,0.5,1.79,True
1,8,3,12,1,1,13,27,8,7,1,0,0,1,0,1,19,8,8,7,13.151428571428571,10.8,1.4,1.74,False
1,1,2,6,1,1,3,28,5,7,0,0,0,1,0,0,18,5,6,4,12.75,7.6,2.6,0.32,False
1,8,5,12,1,1,1,1,6,6,1,0,0,1,0,1,18,8,8,8,14.9,13.9,-0.3,0.79,False
1,8,2,12,1,1,13,14,10,11,1,0,0,1,0,0,19,8,8,8,14.36875,11.1,0.6,2.02,False
1,8,1,11,1,1,22,27,6,2,0,0,0,0,1,0,29,6,6,0,0.0,9.4,-0.8,-3.12,True
1,4,1,3,0,3,13,27,6,4,0,0,0,1,0,0,32,11,13,7,12.428571428571429,12.7,3.7,-1.7,False
1,1,5,10,1,3,1,28,10,4,0,0,1,1,0,0,18,6,6,6,12.333333333333334,10.8,1.4,1.74,False
2,12,1,12,1,1,13,27,7,7,0,0,0,1,0,1,32,8,9,7,12.757142857142856,12.7,3.7,-1.7,False
1,1,4,12,1,1,13,28,5,9,1,0,0,1,0,1,21,7,7,6,14.033333333333331,7.6,2.6,0.32,False
1,8,5,12,1,1,23,1,10,8,1,0,0,1,0,1,18,8,9,8,15.06875,13.9,-0.3,0.79,False
1,1,1,13,1,1,13,28,10,10,1,0,0,1,0,1,20,8,10,8,11.95625,12.7,3.7,-1.7,False
2,4,1,11,1,3,1,3,5,4,0,0,0,1,0,0,39,6,6,0,0.0,12.4,0.5,1.79,True
1,1,1,15,1,1,1,1,6,10,0,0,0,1,0,1,18,6,6,6,14.166666666666666,12.7,3.7,-1.7,False
1,1,4,2,1,1,1,28,5,9,1,0,0,1,1,0,19,0,0,0,0.0,11.1,0.6,2.02,False
2,14,2,9,1,1,22,27,10,10,1,0,0,1,0,0,46,5,11,5,11.8,9.4,-0.8,-3.12,False
1,8,3,10,1,1,22,28,1,8,1,0,0,1,0,0,18,6,6,6,11.666666666666666,7.6,2.6,0.32,False
1,1,4,5,1,1,1,1,10,8,1,0,0,1,0,1,18,6,6,6,12.833333333333334,12.4,0.5,1.79,True
1,1,1,11,1,1,1,3,5,2,1,0,0,1,1,0,18,6,14,2,12.5,10.8,1.4,1.74,True
1,8,2,9,1,1,1,28,5,4,1,0,0,1,0,0,19,5,11,2,10.0,13.9,-0.3,0.79,True
1,1,1,2,1,1,23,14,10,3,1,0,0,1,1,1,18,0,0,0,0.0,12.7,3.7,-1.7,False
1,1,4,9,1,1,1,1,10,8,1,0,0,1,0,1,18,5,10,5,11.4,8.9,1.4,3.51,False
1,14,1,17,0,3,22,27,10,10,0,0,0,1,0,0,37,12,15,11,11.363636363636363,12.7,3.7,-1.7,False
1,1,5,12,1,1,3,1,6,11,1,0,0,1,0,0,20,8,8,8,15.0125,12.4,0.5,1.79,False
1,12,1,8,1,14,1,3,5,2,0,0,0,1,1,0,28,6,8,1,10.0,16.2,0.3,-0.92,True
1,12,1,17,0,12,13,27,8,6,1,0,1,0,1,0,39,5,7,5,14.666666666666666,10.8,1.4,1.74,True
1,1,6,12,1,1,2,14,4,10,1,0,0,1,1,0,18,8,8,8,13.74625,9.4,-0.8,-3.12,False
1,15,1,4,1,14,13,14,10,8,1,0,1,1,1,0,21,6,6,6,15.166666666666666,12.4,0.5,1.79,False
1,8,2,11,1,1,13,14,10,8,1,0,1,1,0,0,21,6,0,0,0.0,11.1,0.6,2.02,True
2,12,1,11,1,12,22,14,10,11,0,0,0,1,1,0,53,9,10,3,10.0,16.2,0.3,-0.92,False
1,8,1,11,1,1,23,28,1,6,0,0,0,1,1,0,20,6,12,0,0.0,7.6,2.6,0.32,True
1,1,3,12,1,1,13,27,10,10,1,0,0,1,0,1,19,8,8,7,14.232857142857142,10.8,1.4,1.74,False
1,1,2,6,1,1,25,4,3,3,1,0,0,1,0,0,18,6,6,6,14.833333333333334,8.9,1.4,3.51,False
1,14,1,8,1,1,2,3,4,3,1,0,0,0,1,0,22,4,6,0,0.0,10.8,1.4,1.74,True
1,8,1,6,1,1,22,27,10,10,1,0,0,1,0,0,19,6,8,6,14.5,15.5,2.8,-4.06,False
1,4,1,6,1,3,22,27,8,8,0,0,0,1,0,0,32,9,13,3,11.666666666666666,15.5,2.8,-4.06,True
1,1,1,12,1,1,23,27,10,8,1,0,0,1,0,1,20,8,8,7,13.817142857142857,10.8,1.4,1.74,False
1,7,4,10,1,1,22,27,10,10,1,0,0,1,0,0,18,6,7,6,11.833333333333334,10.8,1.4,1.74,False
2,12,1,3,0,9,22,27,10,2,0,0,0,1,0,0,46,6,6,6,13.333333333333334,11.1,0.6,2.02,False
1,14,1,14,1,1,19,24,1,1,0,0,0,1,1,0,25,5,5,4,14.75,7.6,2.6,0.32,False
2,12,1,12,1,13,22,27,10,4,0,0,0,1,1,0,37,8,8,8,12.6875,13.9,-0.3,0.79,False
1,1,1,6,1,1,3,3,2,12,0,0,0,1,0,0,18,5,8,5,14.857142857142858,7.6,2.6,0.32,False
1,1,1,10,1,1,3,1,5,10,0,0,0,1,0,1,18,6,6,6,12.5,12.4,0.5,1.79,False
1,1,1,3,0,1,19,24,1,1,0,0,0,1,0,0,32,6,0,0,0.0,7.6,2.6,0.32,True
1,8,1,12,1,1,3,3,3,4,0,0,0,1,0,0,19,8,8,8,13.3475,9.4,-0.8,-3.12,False
1,1,5,12,1,1,22,3,10,3,1,0,0,1,0,0,20,8,8,7,14.471428571428572,13.9,-0.3,0.79,False
1,1,6,12,1,1,22,1,6,5,1,0,0,1,0,0,19,14,22,7,12.192307692307692,7.6,2.6,0.32,False
1,1,4,12,1,1,13,14,10,10,1,0,0,1,0,0,19,8,11,6,12.416666666666666,12.4,0.5,1.79,False
1,15,1,10,1,14,1,1,4,6,0,0,0,1,0,1,20,6,6,6,12.833333333333334,13.9,-0.3,0.79,False
1,1,1,11,1,1,23,1,10,10,0,0,1,0,1,0,21,6,8,5,10.0,8.9,1.4,3.51,True
1,1,2,15,1,1,23,28,6,8,1,0,0,1,1,1,18,6,6,6,13.5,12.7,3.7,-1.7,False
1,14,1,6,1,1,2,1,5,5,0,0,0,1,0,0,19,6,8,6,15.625,12.4,0.5,1.79,False
1,14,1,1,1,12,23,28,5,5,0,0,1,1,1,0,35,9,11,3,12.0,16.2,0.3,-0.92,True
1,12,1,2,1,1,22,27,10,10,0,1,0,1,0,0,26,0,0,0,0.0,16.2,0.3,-0.92,True
1,1,2,11,1,1,22,27,10,10,1,0,0,1,0,1,18,6,9,5,11.4,16.2,0.3,-0.92,False
1,13,1,5,1,1,3,2,4,2,0,0,0,1,1,0,20,7,8,4,11.25,13.9,-0.3,0.79,True
1,8,2,12,1,1,23,1,6,8,1,0,0,1,0,1,20,8,9,8,13.744444444444444,16.2,0.3,-0.92,True
1,1,1,17,0,1,2,27,5,10,1,0,0,1,1,0,22,5,7,5,11.8,7.6,2.6,0.32,False
1,1,5,12,1,1,23,28,10,10,1,0,0,1,0,1,21,8,9,7,13.207142857142856,11.1,0.6,2.02,False
2,12,1,4,1,1,1,14,5,5,0,0,1,0,1,0,25,6,13,0,0.0,15.5,2.8,-4.06,True
1,15,1,9,1,14,13,1,5,10,1,0,0,1,0,0,21,5,6,5,11.2,11.1,0.6,2.02,False
1,1,1,14,1,1,13,27,5,6,0,0,0,1,0,1,18,6,8,6,13.666666666666666,12.7,3.7,-1.7,False
1,8,6,14,1,1,23,14,1,2,0,0,0,0,1,0,19,6,11,3,10.166666666666666,10.8,1.4,1.74,True
1,4,1,12,1,3,22,27,10,6,0,0,0,1,0,0,36,7,7,0,0.0,16.2,0.3,-0.92,True
1,1,3,15,1,1,1,1,5,8,1,0,1,1,1,1,18,6,6,6,15.333333333333334,11.1,0.6,2.02,False
1,13,1,12,1,1,13,14,10,10,0,0,1,1,1,0,24,8,16,2,10.25,12.7,3.7,-1.7,True
1,12,1,14,1,7,22,27,6,4,0,0,1,1,1,0,26,5,5,0,0.0,9.4,-0.8,-3.12,True
1,3,5,11,1,1,1,27,10,8,1,0,0,1,0,1,19,6,6,6,12.833333333333334,12.4,0.5,1.79,False
2,12,1,15,1,12,22,27,1,1,0,0,1,0,1,0,50,5,12,0,0.0,10.8,1.4,1.74,True
1,8,1,14,1,1,1,28,5,8,0,0,1,1,0,1,18,6,6,0,0.0,15.5,2.8,-4.06,True
1,8,1,12,1,1,1,1,6,6,0,0,0,1,1,0,19,8,10,8,11.7125,16.2,0.3,-0.92,False
1,1,1,15,1,1,1,27,6,10,0,0,0,1,1,1,19,6,11,3,13.0,15.5,2.8,-4.06,False
1,1,3,9,1,1,1,1,6,8,1,0,0,1,0,1,18,5,7,4,12.5,12.7,3.7,-1.7,False
1,12,1,17,0,1,22,27,10,10,0,0,0,1,1,0,24,5,7,1,12.0,10.8,1.4,1.74,True
1,15,1,4,1,14,3,1,3,7,1,0,0,0,0,0,20,6,10,6,13.0,16.2,0.3,-0.92,False
1,12,1,14,1,1,1,1,5,5,0,0,0,1,0,0,24,6,20,2,10.5,16.2,0.3,-0.92,True
1,4,1,4,1,4,3,1,3,5,1,0,0,1,0,0,31,12,16,12,13.461538461538462,15.5,2.8,-4.06,False
1,14,5,16,1,1,19,24,1,1,1,0,0,0,0,0,28,5,5,0,0.0,9.4,-0.8,-3.12,True
1,1,2,15,1,1,1,14,10,10,1,0,0,1,0,0,18,6,6,6,14.666666666666666,10.8,1.4,1.74,False
1,1,1,3,0,1,3,1,2,8,0,0,0,1,0,0,26,7,7,7,12.285714285714286,16.2,0.3,-0.92,False
2,12,2,11,1,12,13,14,10,6,0,0,0,1,1,0,39,6,6,6,13.333333333333334,12.4,0.5,1.79,False
1,1,1,10,1,1,1,3,5,3,0,0,0,1,0,0,18,6,6,6,13.166666666666666,10.8,1.4,1.74,False
1,1,1,12,1,1,1,1,6,6,1,0,0,1,1,0,18,8,9,0,0.0,16.2,0.3,-0.92,True
1,8,1,9,1,1,22,28,10,8,1,0,0,1,1,0,18,5,6,5,12.2,11.1,0.6,2.02,False
1,8,5,7,1,1,13,27,10,8,1,0,0,1,1,1,19,5,8,2,12.5,8.9,1.4,3.51,True
1,1,1,6,1,1,22,9,12,12,0,0,0,1,0,0,18,5,5,5,12.4,7.6,2.6,0.32,False
2,12,1,3,0,9,22,27,8,10,0,0,0,1,0,0,42,6,6,6,13.666666666666666,10.8,1.4,1.74,False
2,4,1,17,0,17,25,5,4,4,0,0,0,1,0,0,33,5,5,5,15.8,11.1,0.6,2.02,False
1,1,1,15,1,1,13,1,10,10,0,0,0,1,1,1,18,6,7,6,16.142857142857142,13.9,-0.3,0.79,False
4,12,1,10,1,1,13,3,10,3,0,0,0,1,1,0,50,6,7,0,0.0,8.9,1.4,3.51,True
1,7,1,2,1,1,1,3,6,11,1,0,0,1,1,0,19,0,0,0,0.0,13.9,-0.3,0.79,False
1,1,5,10,1,1,23,1,10,6,1,0,0,1,0,1,19,6,13,3,11.0,9.4,-0.8,-3.12,False
1,1,5,12,1,1,23,28,8,8,1,0,0,1,0,1,19,7,7,6,14.15,7.6,2.6,0.32,False
2,12,1,15,1,12,22,27,7,7,0,0,1,1,1,1,49,6,7,6,14.166666666666666,10.8,1.4,1.74,False
1,1,3,12,1,1,22,28,10,10,1,0,0,1,0,1,18,8,8,7,12.082857142857142,10.8,1.4,1.74,False
1,1,2,15,1,1,13,1,5,6,1,0,0,1,0,0,18,6,0,0,0.0,11.1,0.6,2.02,True
1,8,2,12,1,1,13,14,10,5,1,0,0,1,0,0,18,8,8,8,14.875,13.9,-0.3,0.79,False
1,12,1,15,1,12,13,14,26,35,0,0,1,0,0,1,24,6,6,6,13.0,11.1,0.6,2.02,False
1,15,1,4,1,14,13,27,7,7,0,0,1,1,0,1,19,6,7,6,13.833333333333334,13.9,-0.3,0.79,False
1,12,1,4,1,1,23,27,8,8,0,0,0,1,1,0,32,13,15,12,13.75,15.5,2.8,-4.06,False
1,1,1,10,1,1,22,27,6,7,0,0,0,1,0,1,21,6,8,6,13.166666666666666,9.4,-0.8,-3.12,False
1,1,1,2,1,1,1,28,6,8,1,0,1,0,1,0,19,0,0,0,0.0,12.7,3.7,-1.7,False
1,12,1,17,0,1,22,27,8,11,0,0,0,0,0,0,48,5,5,0,0.0,15.5,2.8,-4.06,True
1,9,2,14,1,1,22,28,5,2,1,0,0,1,1,0,19,6,6,6,14.0,13.9,-0.3,0.79,False
1,1,1,15,1,1,22,27,9,9,0,0,0,1,0,0,18,6,7,6,14.142857142857142,13.9,-0.3,0.79,False
1,8,1,15,1,1,22,27,10,10,0,0,0,1,0,0,18,6,6,6,13.333333333333334,13.9,-0.3,0.79,False
1,8,6,15,1,1,22,27,6,6,1,0,0,1,1,0,18,6,6,6,14.833333333333334,9.4,-0.8,-3.12,False
4,1,1,17,0,1,22,27,10,10,0,0,1,0,0,0,37,5,0,0,0.0,12.7,3.7,-1.7,True
2,15,1,4,1,14,22,27,5,8,0,0,0,1,1,0,37,6,23,2,10.5,16.2,0.3,-0.92,True
1,4,1,12,1,3,22,27,5,5,0,0,0,1,0,0,25,8,8,7,14.805714285714286,10.8,1.4,1.74,False
2,8,3,3,0,1,13,27,4,4,0,0,1,0,0,0,18,6,12,0,0.0,7.6,2.6,0.32,True
5,14,1,17,0,3,3,3,2,2,0,0,0,1,0,0,41,10,13,10,14.6,16.2,0.3,-0.92,False
1,15,1,5,1,14,2,14,4,9,0,0,0,1,1,0,21,9,9,8,13.125,16.2,0.3,-0.92,False
1,12,1,7,1,1,22,28,10,9,0,0,1,1,1,0,24,5,5,0,0.0,16.2,0.3,-0.92,True
1,1,4,9,1,1,1,1,4,5,1,0,0,1,0,1,22,5,8,5,12.4,11.1,0.6,2.02,False
1,8,3,12,1,1,22,28,5,6,1,0,0,1,0,0,19,8,8,7,15.11,10.8,1.4,1.74,False
1,1,5,2,1,1,1,1,5,5,0,0,0,1,1,0,18,0,0,0,0.0,12.7,3.7,-1.7,True
1,8,1,2,1,1,13,1,5,2,1,0,0,1,1,0,19,11,12,11,13.583333333333334,8.9,1.4,3.51,False
1,1,1,12,1,1,3,1,5,6,0,0,0,1,0,0,18,8,8,7,14.537142857142856,10.8,1.4,1.74,False
1,1,1,12,1,1,1,1,5,5,0,0,0,1,1,1,21,8,10,7,11.65,12.4,0.5,1.79,False
1,1,3,5,1,1,23,27,6,6,1,0,0,1,0,0,18,6,6,6,14.0,16.2,0.3,-0.92,False
1,1,1,15,1,1,13,14,8,6,1,0,0,1,0,0,18,6,8,6,12.5,9.4,-0.8,-3.12,False
1,12,1,8,1,12,19,24,13,13,0,0,0,1,1,0,31,5,5,0,0.0,7.6,2.6,0.32,True
1,1,2,6,1,1,25,30,4,8,1,0,0,1,0,0,18,6,10,6,14.625,11.1,0.6,2.02,True
1,8,1,16,1,1,1,28,5,11,1,0,0,1,0,0,18,6,9,5,13.666666666666666,9.4,-0.8,-3.12,False
1,1,3,9,1,1,1,28,4,9,1,0,0,1,0,1,19,5,5,5,12.6,8.9,1.4,3.51,False
1,1,4,2,1,1,13,14,5,5,1,1,0,1,0,0,22,0,0,0,0.0,16.2,0.3,-0.92,False
1,15,1,6,1,14,3,14,3,5,1,0,0,1,0,0,22,6,18,3,12.666666666666666,12.4,0.5,1.79,False
2,12,1,7,1,1,22,28,10,11,0,0,1,1,1,0,40,5,5,2,12.5,16.2,0.3,-0.92,True
1,12,1,4,1,1,13,14,10,10,0,0,0,1,0,0,25,6,6,0,0.0,11.1,0.6,2.02,True
1,1,1,6,1,1,10,1,2,12,0,0,0,1,0,0,21,5,5,5,13.8,7.6,2.6,0.32,False
1,12,1,11,1,1,22,27,10,10,0,0,0,1,1,0,36,6,9,5,13.2,12.7,3.7,-1.7,False
1,8,4,6,1,1,23,28,23,30,0,0,0,1,1,0,21,5,7,5,12.0,7.6,2.6,0.32,False
1,9,1,11,1,1,13,14,5,6,0,0,0,1,1,0,20,6,7,5,12.8,16.2,0.3,-0.92,False
1,13,1,7,1,1,19,24,1,1,1,0,0,1,1,0,35,8,8,5,13.0,9.4,-0.8,-3.12,True
1,8,1,10,1,1,23,28,10,7,0,0,0,1,0,1,19,6,7,6,14.571428571428571,16.2,0.3,-0.92,False
1,1,2,12,1,1,1,1,6,10,1,0,0,1,0,1,19,8,8,8,13.9475,9.4,-0.8,-3.12,False
1,8,1,7,1,1,1,28,5,6,0,0,0,1,1,0,18,5,8,5,16.0,8.9,1.4,3.51,False
1,4,1,8,1,3,2,28,3,4,1,0,0,0,1,0,18,5,5,0,0.0,12.7,3.7,-1.7,True
1,1,1,6,1,1,13,27,10,10,1,0,0,1,0,1,20,5,10,3,12.0,9.4,-0.8,-3.12,False
1,12,2,14,1,1,19,24,1,1,0,0,0,1,0,0,28,5,7,4,11.75,7.6,2.6,0.32,False
1,8,1,14,1,1,3,14,6,6,0,0,0,1,0,0,18,6,8,5,13.6,8.9,1.4,3.51,False
1,12,1,6,1,1,13,14,5,11,0,0,0,1,0,0,24,6,12,1,12.0,13.9,-0.3,0.79,True
1,8,1,16,1,1,13,14,4,5,0,0,0,1,0,0,29,8,11,8,11.375,12.7,3.7,-1.7,False
2,12,1,12,1,3,1,1,5,7,0,0,0,1,1,0,32,8,8,8,13.9125,13.9,-0.3,0.79,False
1,12,1,10,1,1,19,24,1,1,1,0,0,0,0,0,28,6,12,0,0.0,9.4,-0.8,-3.12,True
1,8,5,7,1,1,4,10,3,10,1,0,0,1,1,0,20,5,5,5,17.6,8.9,1.4,3.51,False
1,1,1,5,1,1,22,27,10,10,1,0,0,1,1,0,19,6,6,6,13.166666666666666,9.4,-0.8,-3.12,False
1,12,1,12,1,1,13,14,10,9,0,0,0,1,0,0,26,7,11,3,12.066666666666668,13.9,-0.3,0.79,True
1,12,1,6,1,12,22,27,5,9,0,0,0,1,0,0,35,6,7,0,0.0,11.1,0.6,2.02,True
1,8,1,11,1,1,24,3,4,4,1,0,0,1,0,0,20,6,10,6,11.0,13.9,-0.3,0.79,True
1,1,1,16,1,1,3,14,3,4,0,0,0,1,0,0,18,7,7,7,11.857142857142858,16.2,0.3,-0.92,False
1,1,2,10,1,1,14,21,1,9,1,0,0,1,0,0,19,6,8,6,14.75,7.6,2.6,0.32,False
1,8,4,5,1,1,1,1,10,11,1,0,1,0,1,0,19,6,8,5,11.8,11.1,0.6,2.02,True
1,8,2,10,1,1,13,28,8,7,1,0,0,1,0,1,19,6,11,6,11.0,12.7,3.7,-1.7,False
1,8,5,11,1,1,1,1,3,4,1,0,0,1,1,0,21,6,10,2,10.5,9.4,-0.8,-3.12,True
1,1,2,15,1,1,1,14,8,8,1,0,0,1,0,1,19,6,6,6,15.0,13.9,-0.3,0.79,False
1,8,5,12,1,1,3,28,3,2,0,0,0,1,1,0,19,8,11,7,13.867142857142856,10.8,1.4,1.74,False
1,8,1,2,1,1,22,27,10,10,0,0,0,1,1,0,22,0,0,0,0.0,12.7,3.7,-1.7,False
